"","track.id","artist.id","track.name","artist.name","track.popularity","artist.genres","artist.followes.total","artist.popularity","toplist.country"
"1122","6JIC3hbC28JZKZ8AlAqX8h","6n28c9qs9hNGriNa72b26u","Cold Heart - PNAU Remix","PNAU",84,"australian dance",184406,75,"Portugual"
"1123","6JIC3hbC28JZKZ8AlAqX8h","6n28c9qs9hNGriNa72b26u","Cold Heart - PNAU Remix","PNAU",84,"australian electropop",184406,75,"Portugual"
"1124","3FkeNbs9Zeiqkr3WkbOiGp","7FNnA9vBm6EKceENgCGRMb","Envolver","Anitta",79,"funk carioca",11718350,80,"Portugual"
"1125","3FkeNbs9Zeiqkr3WkbOiGp","7FNnA9vBm6EKceENgCGRMb","Envolver","Anitta",79,"funk pop",11718350,80,"Portugual"
"1126","3FkeNbs9Zeiqkr3WkbOiGp","7FNnA9vBm6EKceENgCGRMb","Envolver","Anitta",79,"pagode baiano",11718350,80,"Portugual"
"1127","3FkeNbs9Zeiqkr3WkbOiGp","7FNnA9vBm6EKceENgCGRMb","Envolver","Anitta",79,"pop nacional",11718350,80,"Portugual"
"1128","1qEmFfgcLObUfQm0j1W2CK","6KImCVD70vtIoJWnq6nGn3","Late Night Talking","Harry Styles",93,"pop",21141704,94,"Portugual"
"1129","0E0OENqh3jaZ4VpDFTOLGj","3l4fsEzoeabsET7ddv0lZW","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","Mc Delux",73,"funk carioca",27555,68,"Portugual"
"1130","0E0OENqh3jaZ4VpDFTOLGj","3l4fsEzoeabsET7ddv0lZW","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","Mc Delux",73,"funk mandelao",27555,68,"Portugual"
"1131","0E0OENqh3jaZ4VpDFTOLGj","3l4fsEzoeabsET7ddv0lZW","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","Mc Delux",73,"funk mtg",27555,68,"Portugual"
"1132","4aoZBldNDVYmTwmeoI49ud","5RmXJq0g7MNmgtxXLGbd6K","O Poder Dessa Garota","Mc Gabzin",70,"funk mtg",28066,66,"Portugual"
"1133","4aoZBldNDVYmTwmeoI49ud","4U3o74Io4hwQPsm6iIj4fu","O Poder Dessa Garota","DJ TAK VADIÃO",70,"funk bh",6953,55,"Portugual"
"1134","4aoZBldNDVYmTwmeoI49ud","4U3o74Io4hwQPsm6iIj4fu","O Poder Dessa Garota","DJ TAK VADIÃO",70,"funk mtg",6953,55,"Portugual"
"1135","02MWAaffLxlfxAUY7c5dvx","4yvcSjfu4PC0CYQyLy4wSq","Heat Waves","Glass Animals",90,"gauze pop",2909250,80,"Portugual"
"1136","02MWAaffLxlfxAUY7c5dvx","4yvcSjfu4PC0CYQyLy4wSq","Heat Waves","Glass Animals",90,"indietronica",2909250,80,"Portugual"
"1137","02MWAaffLxlfxAUY7c5dvx","4yvcSjfu4PC0CYQyLy4wSq","Heat Waves","Glass Animals",90,"shiver pop",2909250,80,"Portugual"
"1138","3ShKPhFkexrwl7WoyTtNND","5JbQpbeFaKfuZVFzKwaawP","Tchuco Nela","MC Rogerinho",82,"arrocha",450296,69,"Portugual"
"1139","3ShKPhFkexrwl7WoyTtNND","5JbQpbeFaKfuZVFzKwaawP","Tchuco Nela","MC Rogerinho",82,"batidao romantico",450296,69,"Portugual"
"1140","3ShKPhFkexrwl7WoyTtNND","5JbQpbeFaKfuZVFzKwaawP","Tchuco Nela","MC Rogerinho",82,"funk carioca",450296,69,"Portugual"
"1141","3ShKPhFkexrwl7WoyTtNND","1AL2GKpmRrKXkYIcASuRFa","Tchuco Nela","Wesley Safadão",82,"arrocha",10855086,74,"Portugual"
"1142","3ShKPhFkexrwl7WoyTtNND","1AL2GKpmRrKXkYIcASuRFa","Tchuco Nela","Wesley Safadão",82,"forro",10855086,74,"Portugual"
